miRNA	Metabolite	coef_Endo2
hsa-miR-335-3p	cyclic-AMP	-0.172080877
hsa-miR-361-5p	cyclic-AMP	-0.4467485
hsa-miR-375-3p	cyclic-AMP	-0.432656744
hsa-miR-409-3p	cyclic-AMP	-0.355357978
hsa-miR-421	cyclic-AMP	-0.56640767
hsa-miR-151b	Adipic acid	-0.415073996
hsa-miR-423-3p	cyclic-AMP	-0.18613045
hsa-miR-423-5p	cyclic-AMP	0.217505391
hsa-miR-425-5p	cyclic-AMP	-0.388358676
hsa-miR-450b-5p	cyclic-AMP	-0.498868563
hsa-miR-503-5p	cyclic-AMP	-0.398419861
hsa-miR-584-5p	cyclic-AMP	-0.022698941
hsa-miR-628-3p	cyclic-AMP	-0.441576331
hsa-miR-652-3p	cyclic-AMP	-0.454241556
hsa-miR-6815-5p	cyclic-AMP	0.470417733
hsa-miR-106b-3p	cystine	-0.763853292
hsa-miR-151b	Arachidonic acid	0.432187104
hsa-miR-1271-5p	cystine	-0.517982877
hsa-miR-146b-5p	cystine	-0.086834719
hsa-miR-151a-3p	cystine	-0.127910606
hsa-miR-151a-5p	cystine	-0.358191999
hsa-miR-151a-5pXhsa-miR-151b	cystine	-0.203062772
hsa-miR-181a-5p	cystine	-0.22852887
hsa-miR-151b	Aspartic acid	0.63962918
hsa-miR-181d-5p	cystine	-0.547320881
hsa-miR-186-5p	cystine	-0.333602203
hsa-miR-191-5p	cystine	-0.057647475
hsa-miR-197-3p	cystine	-0.600983608
hsa-miR-199a-5p	cystine	-0.400647778
hsa-miR-221-5p	cystine	-0.337698218
hsa-miR-151b	arachidonate	0.408521752
hsa-miR-29a-3p	cystine	-0.453113905
hsa-miR-320d	cystine	0.158114342
hsa-miR-361-5p	cystine	-0.628148887
hsa-miR-374a-5p	cystine	-0.956226074
hsa-miR-425-3p	cystine	-0.73202198
hsa-miR-500a-3p	cystine	-0.275015992
hsa-miR-151b	LPC(18:3)	-0.454968514
hsa-miR-628-3p	cystine	-0.556417461
hsa-miR-652-3p	cystine	-0.775621667
hsa-miR-664a-5p	cystine	-0.808994916
hsa-miR-151b	levulinate	-0.283425472
hsa-miR-151b	LPE(20:1)	-0.340284612
hsa-miR-92a-3p	cystine	0.080513624
hsa-let-7a-5p	dehydroepiandrosterone sulfate	0.161158865
hsa-miR-16-5p	dehydroepiandrosterone sulfate	0.393731082
hsa-miR-199a-5p	dehydroepiandrosterone sulfate	0.403222428
hsa-miR-20a-5p	dehydroepiandrosterone sulfate	0.603082041
hsa-miR-221-3p	dehydroepiandrosterone sulfate	0.395091109
hsa-miR-22-3p	dehydroepiandrosterone sulfate	-0.107858822
hsa-miR-23c	dehydroepiandrosterone sulfate	0.187361214
hsa-miR-27b-3p	dehydroepiandrosterone sulfate	0.192428625
hsa-miR-873-3p	dehydroepiandrosterone sulfate	-0.498749421
hsa-miR-941	dehydroepiandrosterone sulfate	0.604787064
hsa-miR-122-5p	deoxycholate	0.255302373
hsa-miR-144-3p	deoxycholate	0.410902891
hsa-miR-181b-5p	deoxycholate	0.466288706
hsa-miR-152-3p	1-methylguanine	-0.628976114
hsa-miR-193b-5p	deoxycholate	0.298552359
hsa-miR-214-3p	deoxycholate	0.477345508
hsa-miR-3158-3p	deoxycholate	0.575224795
hsa-miR-451a	deoxycholate	0.293903461
hsa-miR-152-3p	palmitoyl-EA	-0.548840393
hsa-miR-486-3p	deoxycholate	0.577213215
hsa-miR-500a-3p	deoxycholate	0.407005715
hsa-miR-574-5p	deoxycholate	0.515067696
hsa-miR-152-3p	LPC(18:3)	-0.792000521
hsa-miR-629-5p	deoxycholate	0.469153393
hsa-miR-760	deoxycholate	-0.216039213
hsa-miR-92b-5p	deoxycholate	0.381263155
hsa-miR-941	deoxycholate	0.496229087
hsa-miR-96-5p	deoxycholate	0.36384949
hsa-miR-152-3p	C18:1 carnitine	-0.578418852
hsa-miR-101-3p	Deoxycholic acid	0.223664922
hsa-miR-144-3p	Deoxycholic acid	0.364379092
hsa-miR-181b-5p	Deoxycholic acid	0.38917428
hsa-miR-183-5p	Deoxycholic acid	0.328420666
hsa-miR-222-3p	Deoxycholic acid	-0.172940608
hsa-miR-3158-3p	Deoxycholic acid	0.587225371
hsa-miR-451a	Deoxycholic acid	0.275063376
hsa-miR-486-3p	Deoxycholic acid	0.54250035
hsa-miR-629-5p	Deoxycholic acid	0.382716084
hsa-miR-760	Deoxycholic acid	-0.260935572
hsa-miR-96-5p	Deoxycholic acid	0.372307951
hsa-let-7g-5p	DG(30:0)	-0.233999236
hsa-miR-103a-3p	DG(30:0)	-0.092574954
hsa-miR-126-5p	DG(30:0)	-0.37993196
hsa-miR-1307-5p	DG(30:0)	-0.478112888
hsa-miR-134-5p	DG(30:0)	-0.282932571
hsa-miR-141-3p	DG(30:0)	-0.332065882
hsa-miR-146a-5p	DG(30:0)	-0.02415007
hsa-miR-148a-5p	DG(30:0)	-0.207062492
hsa-miR-150-5p	DG(30:0)	-0.24748909
hsa-miR-193a-5p	DG(30:0)	-0.387155707
hsa-miR-24-3p	DG(30:0)	-0.162925697
hsa-miR-26b-5p	DG(30:0)	-0.169964355
hsa-miR-30b-5p	DG(30:0)	-0.490811855
hsa-miR-30c-5p	DG(30:0)	-0.247167865
hsa-miR-338-3p	DG(30:0)	-0.249959252
hsa-miR-339-3p	DG(30:0)	-0.338713765
hsa-miR-375-3p	DG(30:0)	-0.187247967
hsa-miR-155-5p	Aspartic acid	1.284845378
hsa-miR-411-5p	DG(30:0)	-0.287044349
hsa-miR-421	DG(30:0)	-0.186593675
hsa-miR-4454	DG(30:0)	-0.32389521
hsa-miR-493-5p	DG(30:0)	-0.161181688
hsa-miR-494-3p	DG(30:0)	-0.517079475
hsa-miR-495-3p	DG(30:0)	-0.389165417
hsa-miR-500b-3p	DG(30:0)	0.215787441
hsa-miR-503-5p	DG(30:0)	-0.436142908
hsa-miR-548e-3p	DG(30:0)	-0.065078998
hsa-miR-577	DG(30:0)	-0.373799887
hsa-miR-584-5p	DG(30:0)	-0.195734515
hsa-miR-628-3p	DG(30:0)	-0.600321014
hsa-miR-642a-3p	DG(30:0)	-0.51341994
hsa-miR-654-3p	DG(30:0)	-0.390305804
hsa-miR-744-5p	DG(30:0)	-0.642902065
hsa-miR-885-5p	DG(30:0)	-0.352832712
hsa-miR-889-3p	DG(30:0)	-0.426880274
hsa-miR-92b-5p	DG(30:0)	-0.419497411
hsa-miR-98-5p	DG(30:0)	-0.362560031
hsa-let-7g-5p	DG(32:0)	-0.18421807
hsa-miR-10b-3p	DG(32:0)	-0.498192028
hsa-miR-126-5p	DG(32:0)	-0.352024954
hsa-miR-150-5p	DG(32:0)	-0.339958529
hsa-miR-181a-5p	DG(32:0)	-0.165974906
hsa-miR-15a-5p	N-acetyltryptophan	0.799075775
hsa-miR-30b-5p	DG(32:0)	-0.228477825
hsa-miR-338-3p	DG(32:0)	-0.188033779
hsa-miR-4454	DG(32:0)	-0.179044921
hsa-miR-15a-5p	15-HETE	1.019339716
hsa-miR-450b-5p	DG(32:0)	-0.321657814
hsa-miR-494-3p	DG(32:0)	-0.379399587
hsa-miR-495-3p	DG(32:0)	-0.257414486
hsa-miR-503-5p	DG(32:0)	-0.309404352
hsa-miR-584-5p	DG(32:0)	-0.264221929
hsa-miR-642a-3p	DG(32:0)	-0.334473907
hsa-let-7g-5p	DG(32:1)	-0.20786113
hsa-miR-125a-3p	DG(32:1)	-0.739515395
hsa-miR-125b-1-3p	DG(32:1)	-0.562087781
hsa-miR-126-5p	DG(32:1)	-0.402604834
hsa-miR-134-5p	DG(32:1)	-0.121347965
hsa-miR-148a-5p	DG(32:1)	-0.091614482
hsa-miR-150-5p	DG(32:1)	-0.106875304
hsa-miR-181a-5p	DG(32:1)	-0.236387609
hsa-miR-193a-5p	DG(32:1)	-0.261499875
hsa-miR-30b-5p	DG(32:1)	-0.297948541
hsa-miR-338-3p	DG(32:1)	-0.31448854
hsa-miR-340-3p	DG(32:1)	-0.730721997
hsa-miR-411-3p	DG(32:1)	-0.379196375
hsa-miR-411-5p	DG(32:1)	-0.275837613
hsa-miR-421	DG(32:1)	-0.206192251
hsa-miR-15a-5p	2-Aminoadipic acid	-0.078051643
hsa-miR-4454	DG(32:1)	-0.362405888
hsa-miR-494-3p	DG(32:1)	-0.471302933
hsa-miR-495-3p	DG(32:1)	-0.25135974
hsa-miR-500b-3p	DG(32:1)	0.365427076
hsa-miR-503-5p	DG(32:1)	-0.428777462
hsa-miR-584-5p	DG(32:1)	-0.273291394
hsa-miR-628-3p	DG(32:1)	-0.618377826
hsa-miR-642a-3p	DG(32:1)	-0.360977463
hsa-miR-744-5p	DG(32:1)	-0.64426254
hsa-miR-874-3p	DG(32:1)	-0.186861593
hsa-miR-889-3p	DG(32:1)	-0.462844993
hsa-miR-98-5p	DG(32:1)	-0.368935858
hsa-let-7g-5p	DG(34:0)	-0.116797425
hsa-miR-150-5p	DG(34:0)	-0.21686078
hsa-miR-181a-5p	DG(34:0)	-0.117687661
hsa-miR-335-5p	DG(34:0)	-0.233695539
hsa-miR-371b-5p	DG(34:0)	0.140963624
hsa-miR-494-3p	DG(34:0)	-0.357807278
hsa-miR-503-5p	DG(34:0)	-0.408540548
hsa-miR-766-5p	DG(34:0)	0.172177437
hsa-let-7g-5p	DG(34:1)	-0.179681279
hsa-let-7g-5p	DG(34:1)	-0.153927587
hsa-miR-10b-3p	DG(34:1)	-0.421335961
hsa-miR-10b-3p	DG(34:1)	-0.438740808
hsa-miR-126-3p	DG(34:1)	-0.195548881
hsa-miR-126-5p	DG(34:1)	-0.295300286
hsa-miR-146a-5p	DG(34:1)	-0.071456091
hsa-miR-150-5p	DG(34:1)	-0.260940705
hsa-miR-15b-3p	Aspartic acid	1.610898717
hsa-miR-150-5p	DG(34:1)	-0.31530628
hsa-miR-181a-5p	DG(34:1)	-0.22062675
hsa-miR-181a-5p	DG(34:1)	-0.157888094
hsa-miR-215-5p	DG(34:1)	-0.380318604
hsa-miR-224-5p	DG(34:1)	-0.584816724
hsa-miR-24-3p	DG(34:1)	-0.156560733
hsa-miR-27a-3p	DG(34:1)	-0.068424285
hsa-miR-30c-5p	DG(34:1)	-0.27512201
hsa-miR-338-3p	DG(34:1)	-0.310842846
hsa-miR-340-3p	DG(34:1)	-0.690468639
hsa-miR-361-5p	DG(34:1)	-0.500530286
hsa-miR-374b-5p	DG(34:1)	-0.178294525
hsa-miR-421	DG(34:1)	-0.179405961
hsa-miR-423-3p	DG(34:1)	-0.242629621
hsa-miR-4454	DG(34:1)	-0.25390005
hsa-miR-450b-5p	DG(34:1)	-0.502253562
hsa-miR-494-3p	DG(34:1)	-0.37152291
hsa-miR-495-3p	DG(34:1)	-0.249741027
hsa-miR-500b-3p	DG(34:1)	0.319026451
hsa-miR-503-5p	DG(34:1)	-0.403807381
hsa-miR-584-5p	DG(34:1)	-0.260578661
hsa-miR-584-5p	DG(34:1)	-0.296482908
hsa-miR-628-3p	DG(34:1)	-0.64947604
hsa-miR-628-3p	DG(34:1)	-0.523499844
hsa-miR-744-5p	DG(34:1)	-0.553724319
hsa-miR-889-3p	DG(34:1)	-0.181430043
hsa-let-7g-5p	DG(34:2)	-0.18568018
hsa-miR-101-3p	DG(34:2)	-0.073884181
hsa-miR-1180-3p	DG(34:2)	-0.319102916
hsa-miR-126-5p	DG(34:2)	-0.381821413
hsa-miR-150-5p	DG(34:2)	-0.230929704
hsa-miR-181a-5p	DG(34:2)	-0.198503472
hsa-miR-30c-5p	DG(34:2)	-0.288108941
hsa-miR-15b-5p	Adipic acid	-0.862981646
hsa-miR-338-3p	DG(34:2)	-0.333600668
hsa-miR-340-3p	DG(34:2)	-0.578797606
hsa-miR-411-5p	DG(34:2)	-0.347323578
hsa-miR-4454	DG(34:2)	-0.187964397
hsa-miR-495-3p	DG(34:2)	-0.35827679
hsa-miR-500b-3p	DG(34:2)	0.382356748
hsa-miR-503-5p	DG(34:2)	-0.34813082
hsa-miR-584-5p	DG(34:2)	-0.236390888
hsa-miR-628-3p	DG(34:2)	-0.44170762
hsa-miR-874-3p	DG(34:2)	-0.255861328
hsa-miR-125a-3p	DG(34:3)	-0.420360195
hsa-miR-126-5p	DG(34:3)	-0.260970422
hsa-miR-30a-3p	DG(34:3)	-0.038311087
hsa-miR-338-3p	DG(34:3)	-0.340798995
hsa-miR-15b-5p	10-HDoHE/14-HDoHE	1.002187137
hsa-miR-378a-3p	DG(34:3)	-0.128025363
hsa-miR-378i	DG(34:3)	-0.137958788
hsa-miR-495-3p	DG(34:3)	-0.385235063
hsa-miR-505-5p	DG(34:3)	0.317577801
hsa-miR-874-3p	DG(34:3)	-0.261383688
hsa-miR-125b-5p	DG(36:0)	0.046302061
hsa-miR-1468-5p	DG(36:0)	0.038518002
hsa-miR-15b-5p	Aspartic acid	1.295910055
hsa-miR-146b-3p	DG(36:0)	0.103017046
hsa-miR-151a-3p	DG(36:0)	0.072500375
hsa-miR-27b-3p	DG(36:0)	0.042801067
hsa-miR-328-3p	DG(36:0)	0.086605296
hsa-miR-4446-3p	DG(36:0)	0.123873803
hsa-miR-4662a-5p	DG(36:0)	0.042416075
hsa-miR-615-3p	DG(36:0)	0.121288917
hsa-let-7g-5p	DG(36:1)	-0.176362501
hsa-miR-126-5p	DG(36:1)	-0.282822062
hsa-miR-1307-5p	DG(36:1)	-0.252542057
hsa-miR-146a-5p	DG(36:1)	-0.060174454
hsa-miR-150-5p	DG(36:1)	-0.301051308
hsa-miR-181a-5p	DG(36:1)	-0.233848887
hsa-miR-30b-5p	DG(36:1)	-0.336125519
hsa-miR-375-3p	DG(36:1)	-0.374925296
hsa-miR-421	DG(36:1)	-0.238546142
hsa-miR-4454	DG(36:1)	-0.223079476
hsa-miR-494-3p	DG(36:1)	-0.500217923
hsa-miR-495-3p	DG(36:1)	-0.341204068
hsa-miR-500b-3p	DG(36:1)	0.275488787
hsa-miR-503-5p	DG(36:1)	-0.580697277
hsa-let-7g-5p	DG(36:2)	-0.112893591
hsa-miR-181a-5p	DG(36:2)	-0.202669808
hsa-miR-338-3p	DG(36:2)	-0.35870004
hsa-miR-4454	DG(36:2)	-0.284486369
hsa-miR-500b-3p	DG(36:2)	0.319487043
hsa-miR-503-5p	DG(36:2)	-0.447345682
hsa-miR-16-2-3p	Arachidonic acid	0.704440857
hsa-miR-584-5p	DG(36:2)	-0.129136066
hsa-let-7g-5p	DG(36:3)	-0.154200492
hsa-miR-101-3p	DG(36:3)	-0.133739588
hsa-miR-1180-3p	DG(36:3)	-0.546407306
hsa-miR-125a-5p	DG(36:3)	0.262813036
hsa-miR-16-2-3p	Adipic acid	-0.558983659
hsa-miR-125b-5p	DG(36:3)	0.173919323
hsa-miR-16-2-3p	arachidonate	0.649253369
hsa-miR-150-5p	DG(36:3)	-0.069522485
hsa-miR-16-2-3p	10-HDoHE/14-HDoHE	0.664474453
hsa-miR-15b-3p	DG(36:3)	-0.435863888
hsa-miR-16-2-3p	DG(36:3)	-0.126943549
hsa-miR-16-2-3p	12-HETE	0.676491858
hsa-miR-181a-5p	DG(36:3)	-0.132197018
hsa-miR-185-5p	DG(36:3)	-0.191789408
hsa-miR-20a-5p	DG(36:3)	-0.603755842
hsa-miR-338-3p	DG(36:3)	-0.368936997
hsa-miR-378a-3p	DG(36:3)	-0.139411069
hsa-miR-4286	DG(36:3)	-0.401636707
hsa-miR-451a	DG(36:3)	-0.088307456
hsa-miR-495-3p	DG(36:3)	-0.352220144
hsa-miR-500b-3p	DG(36:3)	0.35477917
hsa-miR-503-5p	DG(36:3)	-0.447398745
hsa-miR-625-3p	DG(36:3)	-0.467188966
hsa-miR-874-3p	DG(36:3)	-0.432971768
hsa-miR-101-3p	DG(36:4)	-0.203721625
hsa-miR-1180-3p	DG(36:4)	-0.566238895
hsa-miR-125b-5p	DG(36:4)	0.18543978
hsa-miR-142-3p	DG(36:4)	-0.507419006
hsa-miR-144-5p	DG(36:4)	-0.335790065
hsa-miR-15b-3p	DG(36:4)	-0.542153412
hsa-miR-181a-3p	DG(36:4)	-0.269933743
hsa-miR-185-5p	DG(36:4)	-0.251375937
hsa-miR-199a-3pXhsa-miR-199b-3p	DG(36:4)	-0.186209796
hsa-miR-27a-5p	DG(36:4)	-0.562127566
hsa-miR-30a-3p	DG(36:4)	-0.150063452
hsa-miR-338-3p	DG(36:4)	-0.316087471
hsa-miR-16-5p	Adipic acid	-0.574405876
hsa-miR-378a-3p	DG(36:4)	-0.286229832
hsa-miR-411-5p	DG(36:4)	-0.339684576
hsa-miR-495-3p	DG(36:4)	-0.281793872
hsa-miR-500b-3p	DG(36:4)	0.285447762
hsa-miR-532-5p	DG(36:4)	-0.37897575
hsa-miR-874-3p	DG(36:4)	-0.476657909
hsa-let-7c-5p	DG(38:4)	0.308914313
hsa-miR-10399-3p	DG(38:4)	0.748248081
hsa-miR-10399-5p	DG(38:4)	0.558405241
hsa-miR-10b-3p	DG(38:4)	0.484810262
hsa-miR-10b-5p	DG(38:4)	-0.190518607
hsa-miR-1180-3p	DG(38:4)	0.495143251
hsa-miR-125a-5p	DG(38:4)	-0.222435875
hsa-miR-1290	DG(38:4)	-0.41923972
hsa-miR-1294	DG(38:4)	0.467261397
hsa-miR-139-5p	DG(38:4)	0.491407752
hsa-miR-141-3p	DG(38:4)	0.719364916
hsa-miR-144-3p	DG(38:4)	0.557406738
hsa-miR-1468-5p	DG(38:4)	0.456389061
hsa-miR-146a-5p	DG(38:4)	0.158739841
hsa-miR-16-5p	LPE(18:0)_A	0.56828597
hsa-miR-151a-5pXhsa-miR-151b	DG(38:4)	0.118854826
hsa-miR-151b	DG(38:4)	0.301423058
hsa-mir-151b	DG(38:4)	0.292390597
hsa-miR-15b-3p	DG(38:4)	0.597402967
hsa-miR-15b-5p	DG(38:4)	0.476351954
hsa-miR-181c-3p	DG(38:4)	0.417955322
hsa-miR-1843	DG(38:4)	0.425629427
hsa-miR-186-5p	DG(38:4)	0.493656478
hsa-miR-1908-5p	DG(38:4)	0.501426279
hsa-miR-195-5p	DG(38:4)	0.255866544
hsa-miR-199a-3pXhsa-miR-199b-3p	DG(38:4)	0.292988868
hsa-miR-199b-5p	DG(38:4)	0.68874394
hsa-miR-19a-3p	DG(38:4)	0.672436529
hsa-miR-2110	DG(38:4)	0.435714147
hsa-miR-21-3p	DG(38:4)	0.710604241
hsa-miR-23b-3p	DG(38:4)	0.400860398
hsa-miR-25-3p	DG(38:4)	0.298030594
hsa-miR-17-5p	Aspartic acid	1.303417545
hsa-miR-26b-5p	DG(38:4)	0.354159948
hsa-miR-28-5p	DG(38:4)	0.590216238
hsa-miR-29a-3p	DG(38:4)	0.469139052
hsa-miR-29c-3p	DG(38:4)	0.59387664
hsa-miR-3158-3p	DG(38:4)	0.576794812
hsa-miR-3177-3p	DG(38:4)	0.519309558
hsa-miR-323a-3p	DG(38:4)	0.64593216
hsa-miR-331-5p	DG(38:4)	0.42517074
hsa-miR-338-5p	DG(38:4)	0.242775458
hsa-miR-339-3p	DG(38:4)	0.478409873
hsa-miR-340-3p	DG(38:4)	0.449889134
hsa-miR-3605-5p	DG(38:4)	0.316981998
hsa-miR-361-5p	DG(38:4)	0.621515693
hsa-miR-365a-3pXhsa-miR-365b-3p	DG(38:4)	0.551868528
hsa-miR-3688-3p	DG(38:4)	0.543918752
hsa-miR-371b-5p	DG(38:4)	0.587040969
hsa-miR-374a-5p	DG(38:4)	0.693029808
hsa-miR-374b-5p	DG(38:4)	0.542639679
hsa-miR-379-5p	DG(38:4)	0.444246418
hsa-miR-3928-3p	DG(38:4)	0.542095164
hsa-miR-421	DG(38:4)	0.738078612
hsa-miR-424-3p	DG(38:4)	0.663095854
hsa-miR-425-3p	DG(38:4)	0.655274228
hsa-miR-425-5p	DG(38:4)	0.597319056
hsa-miR-432-5p	DG(38:4)	0.503112122
hsa-miR-451a	DG(38:4)	0.33774249
hsa-miR-454-5p	DG(38:4)	0.571727967
hsa-miR-4659a-3p	DG(38:4)	0.482437249
hsa-miR-4732-5p	DG(38:4)	0.738457844
hsa-miR-486-3p	DG(38:4)	0.679455425
hsa-miR-495-3p	DG(38:4)	0.607259283
hsa-miR-5010-5p	DG(38:4)	0.616364496
hsa-miR-503-5p	DG(38:4)	0.544747909
hsa-miR-548av-3pXhsa-miR-548o-3p	DG(38:4)	0.593385565
hsa-miR-548av-5pXhsa-miR-548k	DG(38:4)	0.548721108
hsa-miR-548e-3p	DG(38:4)	0.610849093
hsa-miR-550a-3-5p	DG(38:4)	0.381462216
hsa-miR-550a-3-5pXhsa-miR-550a-5p	DG(38:4)	0.604307053
hsa-miR-574-3p	DG(38:4)	0.479799339
hsa-miR-576-5p	DG(38:4)	0.32837987
hsa-miR-577	DG(38:4)	0.414393975
hsa-miR-625-3p	DG(38:4)	0.835003208
hsa-miR-625-5p	DG(38:4)	0.453916059
hsa-miR-629-5p	DG(38:4)	0.279423301
hsa-miR-664a-5p	DG(38:4)	0.355278036
hsa-miR-6815-5p	DG(38:4)	0.173637084
hsa-miR-7-5p	DG(38:4)	0.771568214
hsa-miR-766-5p	DG(38:4)	0.572919825
hsa-miR-769-5p	DG(38:4)	0.549008169
hsa-miR-7706	DG(38:4)	0.63338387
hsa-miR-873-3p	DG(38:4)	0.519837412
hsa-miR-873-5p	DG(38:4)	0.492422562
hsa-miR-92b-5p	DG(38:4)	0.645005044
hsa-miR-93-3p	DG(38:4)	0.485518104
hsa-miR-941	DG(38:4)	0.742025216
hsa-miR-942-5p	DG(38:4)	0.72961847
hsa-miR-96-5p	DG(38:4)	0.420811662
hsa-miR-1292-5p	DG(38:5)	0.478312396
hsa-miR-1301-3p	DG(38:5)	0.221753179
hsa-miR-181a-5p	DG(38:5)	-0.175932611
hsa-miR-1908-5p	DG(38:5)	0.514764129
hsa-miR-374a-5p	DG(38:5)	0.240629384
hsa-miR-4446-3p	DG(38:5)	0.339250778
hsa-miR-501-3p	DG(38:5)	0.125671531
hsa-miR-505-5p	DG(38:5)	0.059834304
hsa-miR-664a-5p	DG(38:5)	0.088719261
hsa-miR-7706	DG(38:5)	0.451744802
hsa-miR-941	DG(38:5)	0.479283891
hsa-miR-96-5p	DG(38:5)	0.215352013
hsa-let-7e-5p	D-Gluconic acid	0.141627051
hsa-miR-106b-3p	D-Gluconic acid	0.128213662
hsa-miR-150-3p	D-Gluconic acid	0.258757258
hsa-miR-191-5p	D-Gluconic acid	-0.024920842
hsa-miR-23b-5p	D-Gluconic acid	0.305356946
hsa-miR-338-5p	D-Gluconic acid	0.238619591
hsa-miR-502-3p	D-Gluconic acid	0.067672193
hsa-miR-548av-3pXhsa-miR-548o-3p	D-Gluconic acid	0.266620897
hsa-miR-126-5p	DHA	0.746713017
hsa-miR-155-5p	DHA	-0.258660043
hsa-miR-199a-5p	DHA	0.590684079
hsa-miR-215-5p	DHA	0.420111948
hsa-miR-320e	DHA	-0.110451035
hsa-miR-371b-5p	DHA	-0.309241364
hsa-miR-181a-3p	lysine	-0.020466969
hsa-miR-181a-3p	pantothenate	-0.008573838
hsa-miR-374a-5p	DHA	0.749273784
hsa-miR-4286	DHA	-0.135815683
hsa-miR-4659a-3p	DHA	-0.039558035
hsa-let-7a-5p	DHAP/Glyceraldehyde-3-P	0.111753952
hsa-let-7c-5p	DHAP/Glyceraldehyde-3-P	0.350837231
hsa-let-7d-5p	DHAP/Glyceraldehyde-3-P	0.101860204
hsa-let-7f-5p	DHAP/Glyceraldehyde-3-P	0.040881772
hsa-let-7g-5p	DHAP/Glyceraldehyde-3-P	0.361033812
hsa-let-7i-3p	DHAP/Glyceraldehyde-3-P	0.294311361
hsa-let-7i-5p	DHAP/Glyceraldehyde-3-P	0.12424618
hsa-miR-100-5p	DHAP/Glyceraldehyde-3-P	-0.20280486
hsa-miR-10399-5p	DHAP/Glyceraldehyde-3-P	0.497199056
hsa-miR-10527-5p	DHAP/Glyceraldehyde-3-P	0.455238672
hsa-miR-106a-5p	DHAP/Glyceraldehyde-3-P	0.582844031
hsa-miR-106b-5p	DHAP/Glyceraldehyde-3-P	0.694744513
hsa-miR-107	DHAP/Glyceraldehyde-3-P	0.367878764
hsa-miR-10a-5p	DHAP/Glyceraldehyde-3-P	-0.171631491
hsa-miR-10b-3p	DHAP/Glyceraldehyde-3-P	0.319054465
hsa-miR-10b-5p	DHAP/Glyceraldehyde-3-P	-0.170243014
hsa-miR-1180-3p	DHAP/Glyceraldehyde-3-P	0.363100881
hsa-miR-125a-3p	DHAP/Glyceraldehyde-3-P	0.410588068
hsa-miR-125a-5p	DHAP/Glyceraldehyde-3-P	-0.170972284
hsa-miR-125b-2-3p	DHAP/Glyceraldehyde-3-P	0.450809702
hsa-miR-125b-5p	DHAP/Glyceraldehyde-3-P	-0.274757368
hsa-miR-126-5p	DHAP/Glyceraldehyde-3-P	0.153501759
hsa-miR-1273h-3p	DHAP/Glyceraldehyde-3-P	0.487372702
hsa-miR-1292-5p	DHAP/Glyceraldehyde-3-P	0.343908992
hsa-miR-1294	DHAP/Glyceraldehyde-3-P	0.567559664
hsa-miR-130a-3p	DHAP/Glyceraldehyde-3-P	0.298082167
hsa-miR-130b-3p	DHAP/Glyceraldehyde-3-P	0.470588394
hsa-miR-136-3p	DHAP/Glyceraldehyde-3-P	0.459309138
hsa-miR-139-5p	DHAP/Glyceraldehyde-3-P	0.52930796
hsa-miR-141-3p	DHAP/Glyceraldehyde-3-P	0.335202437
hsa-miR-142-3p	DHAP/Glyceraldehyde-3-P	0.155607718
hsa-miR-142-5p	DHAP/Glyceraldehyde-3-P	0.348296096
hsa-miR-144-3p	DHAP/Glyceraldehyde-3-P	0.3945287
hsa-miR-144-5p	DHAP/Glyceraldehyde-3-P	0.117761293
hsa-miR-1468-5p	DHAP/Glyceraldehyde-3-P	0.287537489
hsa-miR-146a-5p	DHAP/Glyceraldehyde-3-P	0.104941947
hsa-miR-148a-5p	DHAP/Glyceraldehyde-3-P	0.264566082
hsa-miR-151a-5pXhsa-miR-151b	DHAP/Glyceraldehyde-3-P	0.138240505
hsa-miR-151b	DHAP/Glyceraldehyde-3-P	0.224677026
hsa-miR-15a-5p	DHAP/Glyceraldehyde-3-P	0.504595386
hsa-miR-16-2-3p	DHAP/Glyceraldehyde-3-P	0.373760159
hsa-miR-16-5p	DHAP/Glyceraldehyde-3-P	0.428601799
hsa-miR-17-5p	DHAP/Glyceraldehyde-3-P	0.555774669
hsa-miR-181c-3p	DHAP/Glyceraldehyde-3-P	0.561446786
hsa-miR-181c-5p	DHAP/Glyceraldehyde-3-P	0.629601519
hsa-miR-1843	DHAP/Glyceraldehyde-3-P	0.449883021
hsa-miR-185-5p	DHAP/Glyceraldehyde-3-P	0.399180907
hsa-miR-194-5p	DHAP/Glyceraldehyde-3-P	0.586159322
hsa-miR-199a-3pXhsa-miR-199b-3p	DHAP/Glyceraldehyde-3-P	0.507618466
hsa-miR-19b-3p	DHAP/Glyceraldehyde-3-P	0.296842956
hsa-miR-200c-3p	DHAP/Glyceraldehyde-3-P	0.339965199
hsa-miR-20a-5p	DHAP/Glyceraldehyde-3-P	0.5952481
hsa-miR-21-3p	DHAP/Glyceraldehyde-3-P	0.383209104
hsa-miR-221-3p	DHAP/Glyceraldehyde-3-P	0.304672157
hsa-miR-223-3p	DHAP/Glyceraldehyde-3-P	0.72719177
hsa-miR-223-5p	DHAP/Glyceraldehyde-3-P	0.194950991
hsa-miR-2355-5p	DHAP/Glyceraldehyde-3-P	0.438643737
hsa-miR-26b-3p	DHAP/Glyceraldehyde-3-P	0.534689272
hsa-miR-27a-3p	DHAP/Glyceraldehyde-3-P	0.420122172
hsa-miR-28-5p	DHAP/Glyceraldehyde-3-P	0.295481328
